cve_mun_full,Municipio,NOM_MUN_CLEAN,temp_media_anual,ZON_TER,marginacion,electricidad_pct,computadoras_pct,internet_pct,infra_adaptada_pct,material_adaptado_pct,agua_potable_pct,lavabo_manos_pct,indice_infra_sep,escuelas_infied,luz_con_pct_infied,agua_red_pct_infied,bebederos_con_pct_infied,techumbre_con_pct_infied,ambito_urbano_pct_infied,ambito_rural_pct_infied,ambito_predominante_infied,control_predominante_infied
30048,TEMPOAL,Cosoleacaque,25.0,Cálido,Muy bajo,98.0,17.8,23.8,12.9,7.9,72.3,79.2,0.4,,,,,,,,,
30049,TEPETLÁN,Cotaxtla,25.0,Cálido,Medio,98.6,26.4,25.0,2.8,15.3,87.5,93.1,0.5,,,,,,,,,
30050,TEZONAPA,Coxquihui,23.0,Cálido,Muy alto,97.0,30.3,0.0,3.0,0.0,39.4,81.8,0.4,,,,,,,,,
30051,TIERRA BLANCA,Coyutla,25.0,Cálido,Alto,100.0,28.6,9.5,14.3,0.0,73.8,88.1,0.4,,,,,,,,,
30052,TLACOTALPAN,Cuichapa,21.0,Semicálido,Medio,100.0,27.8,11.1,5.6,0.0,94.4,88.9,0.5,,,,,,,,,
30053,TLALIXCOYAN,Cuitláhuac,25.0,Cálido,Bajo,97.4,39.5,36.8,15.8,10.5,86.8,86.8,0.5,,,,,,,,,
30054,TLAPACOYAN,Chacaltianguis,25.0,Cálido,Medio,92.6,29.6,0.0,0.0,0.0,77.8,77.8,0.4,,,,,,,,,
30055,TUXPAN,Chalma,23.0,Cálido,Alto,97.4,31.6,0.0,2.6,0.0,50.0,73.7,0.4,,,,,,,,,
30056,VEGA DE ALATORRE,Chiconamel,23.0,Cálido,Alto,100.0,42.9,7.1,3.6,7.1,46.4,67.9,0.4,,,,,,,,,
30057,VERACRUZ,Chiconquiaco,13.0,Templado,Alto,95.7,30.4,15.2,2.2,2.2,69.6,71.7,0.4,,,,,,,,,
30058,XALAPA,Chicontepec,23.0,Cálido,Alto,96.5,47.5,3.0,4.0,1.5,48.5,72.5,0.4,,,,,,,,,
30059,YECUATLA,Chinameca,25.0,Cálido,Medio,95.8,25.0,16.7,16.7,4.2,54.2,66.7,0.4,,,,,,,,,
30060,ZONGOLICA,Chinampa de Gorostiza,23.0,Cálido,Alto,100.0,32.1,17.9,3.6,0.0,57.1,85.7,0.4,,,,,,,,,
31001,ACANCEH,Abalá,25.0,Cálido,Alto,90.9,63.6,45.5,45.5,9.1,90.9,90.9,0.6,,,,,,,,,
31002,IZAMAL,Acanceh,25.0,Cálido,Bajo,94.1,52.9,41.2,35.3,11.8,94.1,88.2,0.6,,,,,,,,,
31003,MÉRIDA,Akil,25.0,Cálido,Medio,87.5,50.0,25.0,62.5,12.5,75.0,87.5,0.6,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
31004,MOTUL,Baca,25.0,Cálido,Bajo,100.0,28.6,28.6,42.9,57.1,85.7,100.0,0.6,,,,,,,,,
31005,MUNA,Bokobá,25.0,Cálido,Medio,100.0,100.0,100.0,100.0,0.0,66.7,100.0,0.8,,,,,,,,,
31006,OXKUTZCAB,Buctzotz,25.0,Cálido,Medio,61.5,38.5,7.7,23.1,7.7,69.2,69.2,0.4,,,,,,,,,
31007,PROGRESO,Cacalchén,25.0,Cálido,Bajo,100.0,80.0,80.0,60.0,0.0,100.0,100.0,0.7,,,,,,,,,
31008,TICUL,Calotmul,25.0,Cálido,Alto,100.0,28.6,42.9,28.6,0.0,71.4,85.7,0.5,,,,,,,,,
31009,UMÁN,Cansahcab,25.0,Cálido,Medio,100.0,75.0,50.0,75.0,62.5,87.5,100.0,0.8,1.0,100.0,100.0,100.0,100.0,100.0,0.0,URBANO,PÚBLICO
31010,VALLADOLID,Cantamayec,25.0,Cálido,Alto,80.0,60.0,20.0,40.0,20.0,80.0,60.0,0.5,,,,,,,,,
32001,CALERA,Apozol,17.0,Templado,Bajo,100.0,75.0,43.8,37.5,25.0,93.8,100.0,0.7,,,,,,,,,
32002,FRESNILLO,Apulco,19.0,Semicálido,Bajo,100.0,70.6,17.6,17.6,17.6,70.6,88.2,0.5,2.0,100.0,100.0,0.0,50.0,50.0,50.0,RURAL,PÚBLICO
32003,GENERAL FRANCISCO R. MURGUÍA,Atolinga,17.0,Templado,Bajo,100.0,100.0,60.0,60.0,0.0,80.0,80.0,0.7,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
32004,GUADALUPE,Benito Juárez,15.0,Templado,Bajo,100.0,75.0,50.0,25.0,0.0,100.0,100.0,0.6,3.0,100.0,100.0,0.0,66.67,33.33,66.67,RURAL,PÚBLICO
32005,JALPA,Calera,15.0,Templado,Muy bajo,100.0,53.1,50.0,37.5,21.9,90.6,90.6,0.6,1.0,100.0,100.0,100.0,0.0,0.0,100.0,RURAL,PÚBLICO
32006,JEREZ,Cañitas de Felipe Pescador,15.0,Templado,Muy bajo,91.7,75.0,58.3,25.0,33.3,91.7,100.0,0.7,6.0,100.0,100.0,0.0,66.67,66.67,33.33,URBANO,PÚBLICO
32007,JUAN ALDAMA,Concepción del Oro,13.0,Templado,Muy bajo,94.4,61.1,11.1,19.4,11.1,72.2,75.0,0.5,,,,,,,,,
32008,LORETO,Cuauhtémoc,17.0,Templado,Bajo,100.0,38.5,23.1,15.4,15.4,84.6,100.0,0.5,4.0,100.0,100.0,25.0,75.0,75.0,25.0,URBANO,PÚBLICO
32009,NOCHISTLÁN DE MEJÍA,Chalchihuites,17.0,Templado,Bajo,100.0,61.5,25.6,12.8,23.1,79.5,89.7,0.6,6.0,100.0,100.0,16.67,33.33,16.67,83.33,RURAL,PÚBLICO
32010,NORIA DE ÁNGELES,Fresnillo,13.0,Templado,Muy bajo,94.7,60.8,36.0,30.1,17.5,87.7,90.4,0.6,32.0,100.0,96.88,12.5,18.75,18.75,81.25,RURAL,PÚBLICO
32011,PINOS,Trinidad García de la Cadena,17.0,Templado,Bajo,100.0,100.0,80.0,40.0,60.0,100.0,100.0,0.8,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
32012,RÍO GRANDE,Genaro Codina,13.0,Templado,Medio,90.2,43.9,12.2,14.6,14.6,78.0,82.9,0.5,1.0,100.0,100.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
32013,SOMBRERETE,General Enrique Estrada,15.0,Templado,Bajo,100.0,54.5,0.0,9.1,0.0,100.0,90.9,0.5,2.0,100.0,100.0,0.0,50.0,50.0,50.0,RURAL,PÚBLICO
32014,TABASCO,General Francisco R. Murguía,15.0,Templado,Bajo,100.0,53.2,8.9,20.3,5.1,94.9,94.9,0.5,11.0,100.0,100.0,0.0,36.36,18.18,81.82,RURAL,PÚBLICO
32015,TLALTENANGO DE SÁNCHEZ ROMÁN,El Plateado de Joaquín Amaro,19.0,Semicálido,Bajo,100.0,71.4,57.1,0.0,0.0,100.0,85.7,0.6,1.0,100.0,100.0,0.0,0.0,100.0,0.0,URBANO,PÚBLICO
32016,VALPARAÍSO,General Pánfilo Natera,15.0,Templado,Bajo,95.3,62.8,11.6,27.9,16.3,100.0,93.0,0.6,5.0,100.0,100.0,20.0,60.0,0.0,100.0,RURAL,PÚBLICO
32017,VILLA HIDALGO,Guadalupe,13.0,Templado,Muy bajo,97.9,64.5,57.4,52.5,27.0,96.5,92.9,0.7,8.0,100.0,100.0,12.5,75.0,50.0,50.0,RURAL,PÚBLICO
32018,VILLANUEVA,Huanusco,19.0,Semicálido,Bajo,91.7,62.5,12.5,16.7,4.2,70.8,87.5,0.5,2.0,100.0,100.0,0.0,0.0,100.0,0.0,URBANO,PÚBLICO
32019,ZACATECAS,Jalpa,21.0,Semicálido,Muy bajo,98.4,60.7,29.5,29.5,27.9,80.3,90.2,0.6,7.0,100.0,100.0,0.0,71.43,28.57,71.43,RURAL,PÚBLICO
